audit_case_id,blind_index,content_issue,layout_issue,typography_issue,pagination_issue,specialized_issue,severity_summary,confidence,review_notes,reviewer,audit_index,sample_id,category,model_hidden_truth,resolved_model_hidden_truth,selected_prompt_stage_hidden_truth,prompt_path_hidden_truth,system_prompt_sha256_hidden_truth,final_attempt_hidden_truth,candidate_compiled,top_residual_box_useful_after_unblind,axis_labels_plausible_after_unblind,canvas_confound,unblind_notes,strict_word_f1,number_f1,token_center_displacement_q90,text_ltsim_page_macro,font_size_log_error_q90,unregistered_ink_f1,unregistered_ssim,page_count_delta,page_break_f1,canvas_exact_size_rate,v2_evidence_json,maximum_issue_severity_ordinal
AI068,68,major,major,major,none,major,Four of five mathematical displays fail visibly.,0.99,"On page 1 only Expression 1 is typeset; Expressions 2-5 appear as raw command text, with long strings reaching or clipping at the right margin.",LLM_research_audit,68,03_math_inline_display_007,03_math_inline_display,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,1,true,false,true,true,"The box is almost the whole reference formula page and does not distinguish the four raw-command failures. Low content, layout, and typography scores correctly signal the visible mathematics breakdown.",0.4512195121951219,0.8979591836734693,0.27549939344936003,0.6655525741079151,0.062350868107134805,0.1429347495589022,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/03_math_inline_display_007.json,3
AI069,69,moderate,minor,minor,none,moderate,Cross-reference text is visibly duplicated and renumbered.,0.99,On page 1 the candidate reads 'Section Section 1' and 'Equation Equation 1' and uses citation labels such as [11] and [12] where the reference uses a different numeric sequence.,LLM_research_audit,69,08_crossrefs_citations_005,08_crossrefs_citations,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,true,true,The cyan frame covers the full paper rather than the duplicated cross-reference sentence or relabeled citations. High content with poor layout and moderate typography remains plausible because most text is preserved.,0.9009584664536742,0.6486486486486486,0.3708033176555314,0.7536890334731908,0.09905721575013436,0.35272087817403713,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/08_crossrefs_citations_005.json,2
AI070,70,none,minor,minor,none,none,All five formulas are preserved with compact reflow.,0.96,On page 1 Expressions 1-5 remain visibly typeset and ordered; the candidate simply moves the set higher and reduces inter-expression spacing.,LLM_research_audit,70,03_math_inline_display_017,03_math_inline_display,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,true,true,The enclosure is a full-page content box and does not isolate a defect. Moderate-to-high content with low layout and typography is plausible for five intact displays moved into a tighter composition.,0.5737704918032787,0.9607843137254902,0.21720615309497324,0.6923779531527711,0.08327107371093964,0.2250507563441343,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/03_math_inline_display_017.json,1
AI071,71,minor,minor,minor,none,minor,Figure content is present but cross-reference wording is awkward.,0.97,"On page 1 the figure placeholder and caption remain, while the candidate removes the visible raw label text and states the redundant phrase 'Figures Figure 1 through Figure 1'.",LLM_research_audit,71,07_figures_captions_010,07_figures_captions,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,true,The residual box spans the complete reference page rather than the removed label text and redundant figure reference. High content with weak layout/typography is directionally consistent with the readable candidate.,0.8852459016393444,0.7499999999999999,0.16123394123012114,0.6725661429537297,0.08327107371093964,0.017228061926990633,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/07_figures_captions_010.json,1
AI072,72,major,moderate,major,none,major,Most mathematical displays are raw text rather than typeset structures.,0.99,"On page 1 Expression 1 is rendered, but Expressions 2-5 are shown as long textual formula-code strings instead of the reference display mathematics.",LLM_research_audit,72,03_math_inline_display_016,03_math_inline_display,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,1,true,false,true,true,"The box encloses the entire formula page instead of the four raw-text expressions. Low content, layout, and typography scores plausibly reflect the dominant formula-rendering failure.",0.4385026737967914,0.8846153846153846,0.22641030116617358,0.6686145424257788,0.062350868107134805,0.13204184257510407,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/03_math_inline_display_016.json,3
AI073,73,moderate,major,moderate,major,major,Both tables lose their visual structure and three pages collapse to one.,0.99,Candidate page 1 presents the two reference tables as pipe-delimited prose; columns and row groupings from reference pages 2 and 3 are no longer visually encoded.,LLM_research_audit,73,05_tables_simple_018,05_tables_simple,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v3,prompts/latex_to_typst/system_v3.txt,f076bb100247de52ed359cdb5fc33c5adfadf81b13403da8231c275b211f4cb8,1,true,true,true,true,"The box selects reference page 2 and its structured table, which disappears as a separate page in the flattened one-page candidate. Partial content with near-zero layout, typography, and pagination is visually supported.",0.6261762189905903,0.8801313628899836,0.6306227482517024,0.744162451102917,0.44065425796117963,0.01804343027047724,,-2,0.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/05_tables_simple_018.json,3
AI074,74,none,minor,minor,none,minor,Three-page table document is largely preserved.,0.94,Candidate pages 2 and 3 retain both ruled table structures; the page-3 table is smaller and shifted compared with the reference but remains legible.,LLM_research_audit,74,06_tables_moderate_032,06_tables_moderate,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,1,true,true,false,true,The cyan box usefully encloses the page-3 table whose candidate version is smaller. The low pagination score is not plausible because both documents preserve three corresponding pages and the table remains on page 3.,0.959830866807611,0.9649122807017544,0.3867464153466779,0.6914534264869917,0.582151808335218,0.13736094080005143,,0,0.4,0.0,results/metric_research_v2/gemini_frozen_156/evidence/06_tables_moderate_032.json,1
AI075,75,minor,moderate,minor,moderate,moderate,Algorithm content is retained but pagination and hierarchy drift.,0.96,"The candidate moves the reference page-2 algorithm onto page 1, removes explicit line numbers, and changes indentation/grouping while keeping the major procedural blocks visible.",LLM_research_audit,75,09_algorithms_003,09_algorithms,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1_targeted_retry,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,true,true,true,"The box identifies the reference's page-2 algorithm, which is repaginated onto candidate page 1. Preserved content with low layout and pagination fidelity correctly reflects the line-number and page-break changes.",0.4748603351955307,0.9662921348314606,0.5688398690791259,0.6523239611937477,0.034476726400631756,0.041483931621407434,,-1,0.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/09_algorithms_003.json,2
AI076,76,none,minor,minor,none,none,All mathematical content remains visible with compact spacing.,0.96,On page 1 all five expressions are typeset in the same order; the candidate reduces vertical whitespace and places the display group higher.,LLM_research_audit,76,03_math_inline_display_004,03_math_inline_display,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,1,true,false,true,true,The residual enclosure covers the full reference content and does not identify any individual formula. Moderate content with low layout and typography is plausible for intact mathematics under global rescaling.,0.512396694214876,0.9545454545454546,0.22016589168706455,0.6840892563048329,0.08327107371093964,0.1829622221613344,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/03_math_inline_display_004.json,1
AI077,77,none,minor,minor,none,none,Aligned formula groups are preserved with modest compression.,0.96,On page 1 each of the five aligned mathematical groups remains visibly structured; the candidate uses tighter line and block spacing in the upper page.,LLM_research_audit,77,04_math_aligned_004,04_math_aligned,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,true,true,The box spans all five aligned groups rather than a localized change. The axis pattern plausibly separates retained formula content from substantial whole-page layout and type-scale drift.,0.4700460829493088,0.9814814814814815,0.15024600514716197,0.6791103146309844,0.03846035899119005,0.11833246183577437,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/04_math_aligned_004.json,1
AI078,78,minor,minor,minor,none,minor,Readable paper with a localized cross-reference wording error.,0.98,"On page 1 the candidate preserves the paper blocks and cleans raw escape-like text, but the body visibly says 'Equation Equation 1'.",LLM_research_audit,78,10_compact_papers_001,10_compact_papers,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,2,true,false,true,true,The cyan frame is page-wide and does not isolate the duplicated equation wording. Very high content with moderate appearance and weak layout is consistent with the otherwise intact compact paper.,0.9468479604449938,0.6923076923076923,0.4542768554539907,0.745357123182153,0.09905721575013436,0.31167308474239835,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/10_compact_papers_001.json,1
AI079,79,none,minor,minor,none,none,Prose content is preserved in a cleaner compact layout.,0.95,On page 1 both extracted-prose regions remain visible; the candidate removes the reference's raw '=12pt' prefix and uses tighter heading and paragraph spacing.,LLM_research_audit,79,01_prose_sections_014,01_prose_sections,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,1,true,false,true,true,The enclosure covers the complete prose page rather than the removed raw prefix or compact heading changes. High content with low layout/typography is directionally consistent with the reflow.,0.963855421686747,0.8387096774193548,0.31448714215267193,0.7300968748082716,0.09905721575013436,0.2636624460992343,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/01_prose_sections_014.json,1
AI080,80,minor,minor,moderate,none,minor,Figure survives but the subtitle has a visible rendering defect.,0.97,On candidate page 1 the subtitle beneath the title is fragmented or clipped and the body says 'Figures Figure 1 through Figure 1'; the figure placeholder and caption remain.,LLM_research_audit,80,07_figures_captions_014,07_figures_captions,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,true,The box is a full-page frame and misses the fragmented subtitle as a discrete target. Very high content and low layout/typography remain plausible because the figure and caption are retained.,0.9583333333333334,0.7499999999999999,0.29470286085705893,0.6752539159973002,0.0708823866180146,0.01264891000213292,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/07_figures_captions_014.json,2
AI081,81,minor,minor,minor,none,minor,Figure is preserved with redundant reference wording.,0.96,"On page 1 the candidate retains the figure and caption and renders the caption formula, but includes the redundant sentence 'Figures Figure 1 through Figure 1'.",LLM_research_audit,81,07_figures_captions_007,07_figures_captions,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,2,true,false,true,true,"The cyan box spans the whole reference page rather than the redundant figure-reference sentence. Content remains relatively high while layout and typography are low, matching the broad re-rendering.",0.7402597402597403,0.8148148148148148,0.528036018952957,0.6743097842139458,0.0538193495962548,0.0678255076927471,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/07_figures_captions_007.json,1
AI082,82,minor,major,major,major,major,Severe table legibility and pagination failure.,0.99,"Candidate page 1 is mostly empty title material, page 2 contains a densely overlapped table, and page 3 holds the second table; the reference uses two pages without the page-2 collision.",LLM_research_audit,82,06_tables_moderate_031,06_tables_moderate,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,2,true,false,true,true,"The top box targets the sparse reference title/table page and does not localize the candidate's dense overlap on page 2. Low layout, typography, and pagination with moderate content is nevertheless a plausible axis pattern for the failure.",0.7117824773413898,0.7232837933474877,0.38425816356448655,0.6926403618170194,0.7234044940334904,0.11628718219919443,,1,0.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/06_tables_moderate_031.json,3
AI083,83,major,moderate,minor,none,major,Several semantically important letter fields are omitted or invented.,0.99,"On page 1 the candidate adds phone and email fields not visible in the reference, omits the date and signature 'Peter Musterfrau', and changes the distribution heading from 'Verteiler' to 'Kopie'.",LLM_research_audit,83,11_forms_cv_letters_009,11_forms_cv_letters,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,false,"The enclosure covers nearly the entire reference letter and does not isolate omitted, renamed, or invented fields. High content with low layout and moderate typography is plausible because the main body remains while semantic fields drift.",0.8729281767955801,0.47058823529411764,0.4491662462759983,0.7091521067985429,0.08327107371093964,0.0713067358142928,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/11_forms_cv_letters_009.json,3
AI084,84,moderate,moderate,minor,none,major,Algorithm numbering and nesting are visibly unreliable.,0.99,On page 1 the candidate uses garbled nested numbers and changes the reference's line order and indentation; comment cues and block boundaries are no longer recoverable.,LLM_research_audit,84,09_algorithms_016,09_algorithms,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,true,The box is an entire algorithm-page enclosure rather than a nesting-specific region. Medium content with very low layout and typography plausibly reflects preserved tokens but corrupted numbering and hierarchy.,0.5217391304347826,0.6,0.35043003467782197,0.6868088360143159,0.008298008086413849,0.14222237332599783,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/09_algorithms_016.json,3
AI085,85,minor,minor,minor,none,minor,Citations are relabeled but the compact paper remains readable.,0.97,"On page 1 numeric cross-references [1]-[4] become source keys such as [us1], [gm], and [dooglass], and References is numbered as section 2.",LLM_research_audit,85,08_crossrefs_citations_002,08_crossrefs_citations,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,1,true,false,true,true,The whole-page box does not isolate citation-key substitution or the added section number. High content with weak layout and typography is directionally consistent with the readable but relabeled paper.,0.8642857142857143,0.8421052631578948,0.16177982480603534,0.6978739326462147,0.09905721575013436,0.15928557095758647,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/08_crossrefs_citations_002.json,1
AI086,86,none,minor,minor,none,none,Five-item list is fully preserved with compact reflow.,0.96,On page 1 all five item labels and bodies remain in order; the candidate reduces spacing and shifts the complete list upward.,LLM_research_audit,86,02_lists_formatting_026,02_lists_formatting,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,2,true,false,true,true,The residual frame spans the complete list page and does not identify a discrete defect. High content and low layout/typography are plausible for a fully preserved list under compact reflow.,0.8685258964143425,0.823529411764706,0.11549937891613381,0.7600986484930311,0.08326597646892968,0.24863231622027118,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/02_lists_formatting_026.json,1
AI087,87,moderate,moderate,moderate,none,minor,A missing-glyph block and restructured prose reduce fidelity.,0.99,"In candidate page 1 Extracted Prose 1 begins with a solid black missing-glyph block before 'Fran cois David', and the surrounding string fragments are regrouped relative to the reference.",LLM_research_audit,87,01_prose_sections_001,01_prose_sections,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,1,true,false,true,true,The enclosure is page-wide and does not localize the black missing-glyph block in Extracted Prose 1. High content with low layout and typography is plausible because most text remains despite the local corruption.,0.9096209912536444,0.5714285714285715,0.2629165902138605,0.7437308980804653,0.09905721575013436,0.16079379231969518,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/01_prose_sections_001.json,2
AI088,88,moderate,major,major,major,major,Second table overflows and the three-page reference collapses to two pages.,0.99,On candidate page 2 the lower table rows overlap and run into the bottom margin; the first table is moved to page 1 while the reference separates the material across three pages.,LLM_research_audit,88,06_tables_moderate_034,06_tables_moderate,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,true,true,true,"The box selects reference page 3 and the second table, whose candidate counterpart is moved to page 2 and overflows at the bottom. High token content with very low layout/typography and poor pagination is visually supported.",0.9884488448844885,0.9923664122137404,0.2732344348805014,0.6917292128488816,0.2161486516696003,0.07517378916174756,,-1,0.3333333333333333,0.0,results/metric_research_v2/gemini_frozen_156/evidence/06_tables_moderate_034.json,3
AI089,89,major,major,major,major,major,Most mathematical content is raw code and pagination collapses.,0.99,"The two-page reference contains fully typeset displays, while candidate page 1 shows long raw formula-code strings with only a matrix-like region partly rendered.",LLM_research_audit,89,04_math_aligned_005,04_math_aligned,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,1,true,true,true,true,"The box identifies reference page 2 containing later mathematical displays that are collapsed into raw text on candidate page 1. Low content, layout, typography, and pagination correctly characterize the conversion.",0.4124513618677043,0.8160919540229885,0.8248421124897454,0.7291678756126944,0.04244399158174833,0.10170363131716091,,-1,0.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/04_math_aligned_005.json,3
AI090,90,none,moderate,moderate,none,minor,Tables remain present but are substantially reduced.,0.95,"Candidate pages 2 and 3 preserve the table regions, though the first table is much narrower and uses much smaller type than the large reference table on page 2.",LLM_research_audit,90,05_tables_simple_020,05_tables_simple,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,true,false,true,The box usefully encloses the page-2 table whose candidate counterpart is drastically reduced. The depressed pagination score is not plausible because both documents retain three corresponding pages and no page-break defect is visible.,0.9373474369406022,0.7499999999999999,0.1400934366584647,0.6910724123389631,0.04102779260340904,0.15739961197449862,,0,0.5714285714285715,0.0,results/metric_research_v2/gemini_frozen_156/evidence/05_tables_simple_020.json,2
AI091,91,none,minor,minor,none,none,Metadata and prose are preserved with compact reflow.,0.96,"On page 1 the title, abstract, metadata, and extracted prose remain visible; the candidate mainly tightens margins and heading spacing.",LLM_research_audit,91,01_prose_sections_009,01_prose_sections,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,false,true,true,The cyan box covers the entire prose page instead of a localized region. Near-perfect content with weak layout and moderate appearance is consistent with a readable compact reconstruction.,0.9911111111111112,0.7142857142857143,0.5241680355118766,0.7461101061830971,0.09905721575013436,0.38108439875074146,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/01_prose_sections_009.json,1
AI092,92,major,moderate,major,none,major,Three of five formulas are left as raw code.,0.99,"On page 1 Expressions 1 and 3 are visibly typeset, whereas Expressions 2, 4, and 5 appear as raw textual formula strings.",LLM_research_audit,92,03_math_inline_display_013,03_math_inline_display,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,1,true,false,true,true,"The enclosure is a whole-page formula frame and does not isolate the three raw-code expressions. Low content, layout, and typography plausibly reflect the mixed rendered/raw result.",0.4577777777777778,0.9572649572649572,0.2898855665311996,0.6558516377019914,0.32219824230886235,0.16151999810687495,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/03_math_inline_display_013.json,3
AI093,93,none,minor,minor,none,none,Two-page paper content is preserved with modest reflow.,0.95,"Candidate pages 1 and 2 retain the title, abstract, sections, equation, and short continuation; the candidate uses denser text and shifts the page-1 blocks upward.",LLM_research_audit,93,10_compact_papers_015,10_compact_papers,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,2,true,false,true,true,The box tightly surrounds most of reference page 1 but remains a broad content-frame residual rather than a diagnostic location. High content with low layout and moderate typography is plausible for the denser two-page paper.,0.9433526011560693,0.8500000000000001,0.4786527648220738,0.720206580122668,0.09905721575013436,0.19720173236430946,,0,1.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/10_compact_papers_015.json,1
AI094,94,moderate,major,major,major,major,Portrait repagination produces clipping and table legibility failure.,0.99,"The reference places both tables on one wide page; the candidate spreads them over pages 2 and 3, with lower rows on page 2 visibly overlapping and clipping at the bottom.",LLM_research_audit,94,06_tables_moderate_035,06_tables_moderate,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,true,true,true,"The cyan box encloses candidate page 3, an added table page absent from the one-page reference. High content with near-zero layout/typography and poor pagination is directionally consistent with the overflow and repagination.",0.9692622950819672,0.993006993006993,0.24774902467040003,0.6833530210638771,0.24738045478134887,0.08126220786585907,,1,0.33333333333333337,0.0,results/metric_research_v2/gemini_frozen_156/evidence/06_tables_moderate_035.json,3
AI095,95,major,major,major,major,major,All five mathematical structures are converted to raw text on one page.,0.99,"The reference typesets five grouped displays over two pages, while candidate page 1 contains long command-like strings for Expressions 1-5 without the original mathematical layout.",LLM_research_audit,95,04_math_aligned_015,04_math_aligned,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v2,prompts/latex_to_typst/system_v2.txt,75c2caa24a1ab6e775b23bb224820bb621cf9ca413e915d2cfebbc5d6ba3c173,2,true,true,true,true,"The box selects reference page 2 where later aligned displays occur, while the candidate collapses all five expressions into raw text on page 1. Very low content, layout, typography, and pagination are supported by the rendering.",0.38818565400843885,0.9423076923076923,0.3698855143807876,0.7039328208476354,0.039029393232215076,0.09881355980820905,,-1,0.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/04_math_aligned_015.json,3
AI096,96,moderate,major,major,major,major,Algorithm formatting and notation fail across a new second page.,0.99,"The reference's ruled one-page algorithm becomes a two-page numbered text list; raw commands and symbols are visible throughout, and the final lines are isolated on candidate page 2.",LLM_research_audit,96,09_algorithms_001,09_algorithms,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v3,prompts/latex_to_typst/system_v3.txt,f076bb100247de52ed359cdb5fc33c5adfadf81b13403da8231c275b211f4cb8,1,true,true,true,true,"The box encloses the reference page-2 algorithm, whose candidate version becomes a plain numbered list split across two pages. Very low content, layout, and typography correctly signal the structural and notation loss.",0.2233502538071066,0.5499999999999999,0.3341288489791786,0.7004559497371221,0.21484552155337983,0.08585730354001708,,0,0.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/09_algorithms_001.json,3
AI097,97,minor,moderate,minor,moderate,moderate,Algorithm remains readable but hierarchy and pagination change materially.,0.96,The reference algorithm occupies page 2 with numbered lines; the candidate moves it to page 1 and replaces line numbering with nested list numbers around Repeat and conditional blocks.,LLM_research_audit,97,09_algorithms_013,09_algorithms,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v1,prompts/latex_to_typst/system_v1.txt,0877384cc89636ecbb3cf27b41de3201d9d9a483d8a6aba120a771cb8b4af08d,1,true,true,true,true,The box identifies the reference page-2 algorithm that is moved onto candidate page 1. Partial content retention with near-zero layout and pagination plausibly represents the changed hierarchy and page break.,0.5907692307692307,0.7157894736842104,0.2943746696100542,0.6769514237425073,0.034476726400631756,0.03646072714179473,,-1,0.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/09_algorithms_013.json,2
AI098,98,moderate,major,minor,major,moderate,The CV gains a nearly empty third page and loses header context.,0.99,"The reference is two pages with an 'Updated July 13, 2026' header and signature footer; the candidate omits that page-1 header and isolates place/date/signature lines at the top of page 3.",LLM_research_audit,98,11_forms_cv_letters_002,11_forms_cv_letters,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,1,true,true,true,true,The enclosure correctly selects the candidate's extra nearly empty third page containing only signature lines. Poor layout and pagination with fairly high content is consistent with the preserved CV text and orphaned footer.,0.7999999999999999,0.3636363636363636,0.37658293054632125,0.7461696366304523,0.09905721575013436,0.14526502736501812,,1,0.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/11_forms_cv_letters_002.json,3
AI099,99,moderate,major,moderate,major,major,Two tables and three pages collapse into unstructured prose.,0.99,"Candidate page 1 flattens both ruled tables from reference pages 2 and 3 into long pipe-delimited paragraphs, eliminating row and column structure.",LLM_research_audit,99,06_tables_moderate_033,06_tables_moderate,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v3,prompts/latex_to_typst/system_v3.txt,f076bb100247de52ed359cdb5fc33c5adfadf81b13403da8231c275b211f4cb8,2,true,true,true,true,"The box selects reference page 2 and its first table, which is flattened with the second table into candidate page-1 prose. Partial content with near-zero layout, typography, and pagination is visually supported.",0.6748717948717949,0.9342105263157894,0.4579877188172468,0.7129129815501805,0.13248083472219255,0.012345218851618607,,-2,0.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/06_tables_moderate_033.json,3
AI100,100,moderate,major,major,major,major,Table overflow and an extra page make row data unreliable.,0.99,Candidate pages 2 and 3 contain tall tables whose final rows overlap and clip into caption text at the bottom; the reference fits the corresponding tables cleanly on two pages.,LLM_research_audit,100,05_tables_simple_005,05_tables_simple,google/gemini-3.1-flash-lite,google/gemini-3.1-flash-lite,v0,prompts/latex_to_typst/system_v0.txt,c8554a7c1346484b7f0333ec0a30f1bfdaf7c208e5030fae53052ea7115940ed,1,true,true,true,true,The cyan box encloses the candidate's added page-3 table and its overlapped bottom rows. High token content with near-zero layout and pagination plausibly distinguishes retained values from unusable table geometry.,0.9484873262469338,0.9932279909706546,0.3257671665242118,0.7121974586465145,0.5535252760272001,0.14947608437524715,,1,0.0,0.0,results/metric_research_v2/gemini_frozen_156/evidence/05_tables_simple_005.json,3
