comparison_id,sample_id,category,system_id,display_label,protocol_id,reference_pdf,candidate_pdf
08_crossrefs_citations_001__typetex,08_crossrefs_citations_001,08_crossrefs_citations,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_001/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_001/typetex.pdf
10_compact_papers_004__pandoc,10_compact_papers_004,10_compact_papers,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/10_compact_papers/10_compact_papers_004/reference.pdf,results/latex_benchmark_v0/10_compact_papers/10_compact_papers_004/pandoc.pdf
10_compact_papers_004__tylax,10_compact_papers_004,10_compact_papers,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/10_compact_papers/10_compact_papers_004/reference.pdf,results/latex_benchmark_v0/10_compact_papers/10_compact_papers_004/tylax.pdf
10_compact_papers_004__typetex,10_compact_papers_004,10_compact_papers,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/10_compact_papers/10_compact_papers_004/reference.pdf,results/latex_benchmark_v0/10_compact_papers/10_compact_papers_004/typetex.pdf
10_compact_papers_005__pandoc,10_compact_papers_005,10_compact_papers,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/10_compact_papers/10_compact_papers_005/reference.pdf,results/latex_benchmark_v0/10_compact_papers/10_compact_papers_005/pandoc.pdf
10_compact_papers_005__tylax,10_compact_papers_005,10_compact_papers,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/10_compact_papers/10_compact_papers_005/reference.pdf,results/latex_benchmark_v0/10_compact_papers/10_compact_papers_005/tylax.pdf
10_compact_papers_005__typetex,10_compact_papers_005,10_compact_papers,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/10_compact_papers/10_compact_papers_005/reference.pdf,results/latex_benchmark_v0/10_compact_papers/10_compact_papers_005/typetex.pdf
10_compact_papers_006__pandoc,10_compact_papers_006,10_compact_papers,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/10_compact_papers/10_compact_papers_006/reference.pdf,results/latex_benchmark_v0/10_compact_papers/10_compact_papers_006/pandoc.pdf
10_compact_papers_006__tylax,10_compact_papers_006,10_compact_papers,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/10_compact_papers/10_compact_papers_006/reference.pdf,results/latex_benchmark_v0/10_compact_papers/10_compact_papers_006/tylax.pdf
10_compact_papers_006__typetex,10_compact_papers_006,10_compact_papers,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/10_compact_papers/10_compact_papers_006/reference.pdf,results/latex_benchmark_v0/10_compact_papers/10_compact_papers_006/typetex.pdf
10_compact_papers_011__pandoc,10_compact_papers_011,10_compact_papers,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/10_compact_papers/10_compact_papers_011/reference.pdf,results/latex_benchmark_v0/10_compact_papers/10_compact_papers_011/pandoc.pdf
10_compact_papers_011__tylax,10_compact_papers_011,10_compact_papers,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/10_compact_papers/10_compact_papers_011/reference.pdf,results/latex_benchmark_v0/10_compact_papers/10_compact_papers_011/tylax.pdf
10_compact_papers_011__typetex,10_compact_papers_011,10_compact_papers,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/10_compact_papers/10_compact_papers_011/reference.pdf,results/latex_benchmark_v0/10_compact_papers/10_compact_papers_011/typetex.pdf
10_compact_papers_012__pandoc,10_compact_papers_012,10_compact_papers,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/10_compact_papers/10_compact_papers_012/reference.pdf,results/latex_benchmark_v0/10_compact_papers/10_compact_papers_012/pandoc.pdf
10_compact_papers_012__tylax,10_compact_papers_012,10_compact_papers,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/10_compact_papers/10_compact_papers_012/reference.pdf,results/latex_benchmark_v0/10_compact_papers/10_compact_papers_012/tylax.pdf
10_compact_papers_012__typetex,10_compact_papers_012,10_compact_papers,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/10_compact_papers/10_compact_papers_012/reference.pdf,results/latex_benchmark_v0/10_compact_papers/10_compact_papers_012/typetex.pdf
10_compact_papers_015__tylax,10_compact_papers_015,10_compact_papers,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/10_compact_papers/10_compact_papers_015/reference.pdf,results/latex_benchmark_v0/10_compact_papers/10_compact_papers_015/tylax.pdf
01_prose_sections_001__pandoc,01_prose_sections_001,01_prose_sections,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_001/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_001/pandoc.pdf
01_prose_sections_001__tylax,01_prose_sections_001,01_prose_sections,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_001/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_001/tylax.pdf
01_prose_sections_001__typetex,01_prose_sections_001,01_prose_sections,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_001/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_001/typetex.pdf
08_crossrefs_citations_002__pandoc,08_crossrefs_citations_002,08_crossrefs_citations,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_002/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_002/pandoc.pdf
08_crossrefs_citations_002__typetex,08_crossrefs_citations_002,08_crossrefs_citations,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_002/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_002/typetex.pdf
08_crossrefs_citations_003__pandoc,08_crossrefs_citations_003,08_crossrefs_citations,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_003/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_003/pandoc.pdf
08_crossrefs_citations_003__typetex,08_crossrefs_citations_003,08_crossrefs_citations,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_003/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_003/typetex.pdf
07_figures_captions_001__pandoc,07_figures_captions_001,07_figures_captions,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/07_figures_captions/07_figures_captions_001/reference.pdf,results/latex_benchmark_v0/07_figures_captions/07_figures_captions_001/pandoc.pdf
07_figures_captions_001__tylax,07_figures_captions_001,07_figures_captions,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/07_figures_captions/07_figures_captions_001/reference.pdf,results/latex_benchmark_v0/07_figures_captions/07_figures_captions_001/tylax.pdf
07_figures_captions_001__typetex,07_figures_captions_001,07_figures_captions,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/07_figures_captions/07_figures_captions_001/reference.pdf,results/latex_benchmark_v0/07_figures_captions/07_figures_captions_001/typetex.pdf
01_prose_sections_002__tylax,01_prose_sections_002,01_prose_sections,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_002/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_002/tylax.pdf
08_crossrefs_citations_004__pandoc,08_crossrefs_citations_004,08_crossrefs_citations,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_004/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_004/pandoc.pdf
08_crossrefs_citations_004__typetex,08_crossrefs_citations_004,08_crossrefs_citations,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_004/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_004/typetex.pdf
01_prose_sections_003__pandoc,01_prose_sections_003,01_prose_sections,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_003/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_003/pandoc.pdf
01_prose_sections_003__tylax,01_prose_sections_003,01_prose_sections,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_003/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_003/tylax.pdf
01_prose_sections_003__typetex,01_prose_sections_003,01_prose_sections,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_003/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_003/typetex.pdf
01_prose_sections_004__pandoc,01_prose_sections_004,01_prose_sections,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_004/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_004/pandoc.pdf
01_prose_sections_004__tylax,01_prose_sections_004,01_prose_sections,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_004/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_004/tylax.pdf
01_prose_sections_004__typetex,01_prose_sections_004,01_prose_sections,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_004/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_004/typetex.pdf
08_crossrefs_citations_005__pandoc,08_crossrefs_citations_005,08_crossrefs_citations,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_005/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_005/pandoc.pdf
08_crossrefs_citations_005__typetex,08_crossrefs_citations_005,08_crossrefs_citations,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_005/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_005/typetex.pdf
01_prose_sections_006__pandoc,01_prose_sections_006,01_prose_sections,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_006/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_006/pandoc.pdf
01_prose_sections_006__tylax,01_prose_sections_006,01_prose_sections,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_006/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_006/tylax.pdf
01_prose_sections_006__typetex,01_prose_sections_006,01_prose_sections,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_006/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_006/typetex.pdf
01_prose_sections_007__pandoc,01_prose_sections_007,01_prose_sections,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_007/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_007/pandoc.pdf
01_prose_sections_007__tylax,01_prose_sections_007,01_prose_sections,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_007/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_007/tylax.pdf
01_prose_sections_007__typetex,01_prose_sections_007,01_prose_sections,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_007/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_007/typetex.pdf
01_prose_sections_008__pandoc,01_prose_sections_008,01_prose_sections,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_008/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_008/pandoc.pdf
01_prose_sections_008__tylax,01_prose_sections_008,01_prose_sections,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_008/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_008/tylax.pdf
01_prose_sections_008__typetex,01_prose_sections_008,01_prose_sections,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_008/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_008/typetex.pdf
08_crossrefs_citations_006__pandoc,08_crossrefs_citations_006,08_crossrefs_citations,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_006/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_006/pandoc.pdf
08_crossrefs_citations_006__typetex,08_crossrefs_citations_006,08_crossrefs_citations,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_006/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_006/typetex.pdf
01_prose_sections_009__pandoc,01_prose_sections_009,01_prose_sections,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_009/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_009/pandoc.pdf
01_prose_sections_009__tylax,01_prose_sections_009,01_prose_sections,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_009/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_009/tylax.pdf
01_prose_sections_009__typetex,01_prose_sections_009,01_prose_sections,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_009/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_009/typetex.pdf
08_crossrefs_citations_007__pandoc,08_crossrefs_citations_007,08_crossrefs_citations,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_007/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_007/pandoc.pdf
08_crossrefs_citations_007__typetex,08_crossrefs_citations_007,08_crossrefs_citations,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_007/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_007/typetex.pdf
01_prose_sections_010__pandoc,01_prose_sections_010,01_prose_sections,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_010/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_010/pandoc.pdf
01_prose_sections_010__typetex,01_prose_sections_010,01_prose_sections,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_010/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_010/typetex.pdf
01_prose_sections_011__pandoc,01_prose_sections_011,01_prose_sections,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_011/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_011/pandoc.pdf
01_prose_sections_011__tylax,01_prose_sections_011,01_prose_sections,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_011/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_011/tylax.pdf
01_prose_sections_011__typetex,01_prose_sections_011,01_prose_sections,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_011/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_011/typetex.pdf
08_crossrefs_citations_008__pandoc,08_crossrefs_citations_008,08_crossrefs_citations,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_008/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_008/pandoc.pdf
08_crossrefs_citations_008__typetex,08_crossrefs_citations_008,08_crossrefs_citations,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_008/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_008/typetex.pdf
01_prose_sections_012__pandoc,01_prose_sections_012,01_prose_sections,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_012/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_012/pandoc.pdf
01_prose_sections_012__tylax,01_prose_sections_012,01_prose_sections,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_012/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_012/tylax.pdf
01_prose_sections_012__typetex,01_prose_sections_012,01_prose_sections,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_012/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_012/typetex.pdf
08_crossrefs_citations_009__pandoc,08_crossrefs_citations_009,08_crossrefs_citations,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_009/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_009/pandoc.pdf
08_crossrefs_citations_009__typetex,08_crossrefs_citations_009,08_crossrefs_citations,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_009/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_009/typetex.pdf
01_prose_sections_013__pandoc,01_prose_sections_013,01_prose_sections,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_013/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_013/pandoc.pdf
01_prose_sections_013__tylax,01_prose_sections_013,01_prose_sections,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_013/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_013/tylax.pdf
01_prose_sections_013__typetex,01_prose_sections_013,01_prose_sections,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_013/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_013/typetex.pdf
08_crossrefs_citations_010__pandoc,08_crossrefs_citations_010,08_crossrefs_citations,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_010/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_010/pandoc.pdf
08_crossrefs_citations_010__typetex,08_crossrefs_citations_010,08_crossrefs_citations,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_010/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_010/typetex.pdf
02_lists_formatting_002__pandoc,02_lists_formatting_002,02_lists_formatting,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/02_lists_formatting/02_lists_formatting_002/reference.pdf,results/latex_benchmark_v0/02_lists_formatting/02_lists_formatting_002/pandoc.pdf
02_lists_formatting_002__typetex,02_lists_formatting_002,02_lists_formatting,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/02_lists_formatting/02_lists_formatting_002/reference.pdf,results/latex_benchmark_v0/02_lists_formatting/02_lists_formatting_002/typetex.pdf
08_crossrefs_citations_011__pandoc,08_crossrefs_citations_011,08_crossrefs_citations,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_011/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_011/pandoc.pdf
08_crossrefs_citations_011__typetex,08_crossrefs_citations_011,08_crossrefs_citations,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_011/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_011/typetex.pdf
01_prose_sections_014__pandoc,01_prose_sections_014,01_prose_sections,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_014/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_014/pandoc.pdf
01_prose_sections_014__tylax,01_prose_sections_014,01_prose_sections,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_014/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_014/tylax.pdf
01_prose_sections_014__typetex,01_prose_sections_014,01_prose_sections,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/01_prose_sections/01_prose_sections_014/reference.pdf,results/latex_benchmark_v0/01_prose_sections/01_prose_sections_014/typetex.pdf
08_crossrefs_citations_012__pandoc,08_crossrefs_citations_012,08_crossrefs_citations,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_012/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_012/pandoc.pdf
08_crossrefs_citations_012__typetex,08_crossrefs_citations_012,08_crossrefs_citations,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_012/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_012/typetex.pdf
08_crossrefs_citations_013__pandoc,08_crossrefs_citations_013,08_crossrefs_citations,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_013/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_013/pandoc.pdf
08_crossrefs_citations_013__typetex,08_crossrefs_citations_013,08_crossrefs_citations,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_013/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_013/typetex.pdf
08_crossrefs_citations_014__pandoc,08_crossrefs_citations_014,08_crossrefs_citations,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_014/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_014/pandoc.pdf
08_crossrefs_citations_014__typetex,08_crossrefs_citations_014,08_crossrefs_citations,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_014/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_014/typetex.pdf
08_crossrefs_citations_015__pandoc,08_crossrefs_citations_015,08_crossrefs_citations,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_015/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_015/pandoc.pdf
08_crossrefs_citations_015__typetex,08_crossrefs_citations_015,08_crossrefs_citations,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/08_crossrefs_citations/08_crossrefs_citations_015/reference.pdf,results/latex_benchmark_v0/08_crossrefs_citations/08_crossrefs_citations_015/typetex.pdf
02_lists_formatting_003__pandoc,02_lists_formatting_003,02_lists_formatting,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/02_lists_formatting/02_lists_formatting_003/reference.pdf,results/latex_benchmark_v0/02_lists_formatting/02_lists_formatting_003/pandoc.pdf
02_lists_formatting_003__tylax,02_lists_formatting_003,02_lists_formatting,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/02_lists_formatting/02_lists_formatting_003/reference.pdf,results/latex_benchmark_v0/02_lists_formatting/02_lists_formatting_003/tylax.pdf
02_lists_formatting_003__typetex,02_lists_formatting_003,02_lists_formatting,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/02_lists_formatting/02_lists_formatting_003/reference.pdf,results/latex_benchmark_v0/02_lists_formatting/02_lists_formatting_003/typetex.pdf
02_lists_formatting_006__pandoc,02_lists_formatting_006,02_lists_formatting,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/02_lists_formatting/02_lists_formatting_006/reference.pdf,results/latex_benchmark_v0/02_lists_formatting/02_lists_formatting_006/pandoc.pdf
02_lists_formatting_006__tylax,02_lists_formatting_006,02_lists_formatting,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/02_lists_formatting/02_lists_formatting_006/reference.pdf,results/latex_benchmark_v0/02_lists_formatting/02_lists_formatting_006/tylax.pdf
02_lists_formatting_006__typetex,02_lists_formatting_006,02_lists_formatting,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/02_lists_formatting/02_lists_formatting_006/reference.pdf,results/latex_benchmark_v0/02_lists_formatting/02_lists_formatting_006/typetex.pdf
02_lists_formatting_008__pandoc,02_lists_formatting_008,02_lists_formatting,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/02_lists_formatting/02_lists_formatting_008/reference.pdf,results/latex_benchmark_v0/02_lists_formatting/02_lists_formatting_008/pandoc.pdf
02_lists_formatting_008__typetex,02_lists_formatting_008,02_lists_formatting,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/02_lists_formatting/02_lists_formatting_008/reference.pdf,results/latex_benchmark_v0/02_lists_formatting/02_lists_formatting_008/typetex.pdf
07_figures_captions_002__pandoc,07_figures_captions_002,07_figures_captions,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/07_figures_captions/07_figures_captions_002/reference.pdf,results/latex_benchmark_v0/07_figures_captions/07_figures_captions_002/pandoc.pdf
07_figures_captions_002__typetex,07_figures_captions_002,07_figures_captions,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/07_figures_captions/07_figures_captions_002/reference.pdf,results/latex_benchmark_v0/07_figures_captions/07_figures_captions_002/typetex.pdf
07_figures_captions_003__pandoc,07_figures_captions_003,07_figures_captions,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/07_figures_captions/07_figures_captions_003/reference.pdf,results/latex_benchmark_v0/07_figures_captions/07_figures_captions_003/pandoc.pdf
07_figures_captions_003__typetex,07_figures_captions_003,07_figures_captions,typetex,TypeTeX,deterministic_engine,data/latex_benchmark_v0/corpus/07_figures_captions/07_figures_captions_003/reference.pdf,results/latex_benchmark_v0/07_figures_captions/07_figures_captions_003/typetex.pdf
02_lists_formatting_011__pandoc,02_lists_formatting_011,02_lists_formatting,pandoc,Pandoc,deterministic_engine,data/latex_benchmark_v0/corpus/02_lists_formatting/02_lists_formatting_011/reference.pdf,results/latex_benchmark_v0/02_lists_formatting/02_lists_formatting_011/pandoc.pdf
02_lists_formatting_011__tylax,02_lists_formatting_011,02_lists_formatting,tylax,Tylax,deterministic_engine,data/latex_benchmark_v0/corpus/02_lists_formatting/02_lists_formatting_011/reference.pdf,results/latex_benchmark_v0/02_lists_formatting/02_lists_formatting_011/tylax.pdf
