blind_index,blind_sheet,sheet_position,case_id,changed_panel,visible_defect_axis,region_description,confidence,abstain,review_notes,reviewer
422,106,2,6DEBFA24D1EC,A,appearance,Black horizontal occlusion across Expression 3,0.99,false,High-contrast bar masks the central matrix expression,LLM_research_audit
423,106,3,9462FFEB7B81,B,appearance,Short black occlusion inside the abstract line,0.98,false,Dark bar interrupts text near the upper center,LLM_research_audit
424,106,4,0FC3B3310799,A,appearance,Black horizontal occlusion across Expression 3,0.99,false,High-contrast bar masks the center-left formula,LLM_research_audit
425,107,1,37AA931B59AA,,unclear,No reliably visible difference across the five displayed expressions,0.10,true,Formula content and placement appear equivalent,LLM_research_audit
426,107,2,CE0B8556A21B,B,appearance,Short black occlusion in the first displayed condition line,0.99,false,Dark bar masks the upper-center formula text,LLM_research_audit
427,107,3,B84F26CA0FB4,,unclear,No reliably visible difference in the compact paper page,0.10,true,Dense prose and formulas appear equivalent,LLM_research_audit
428,107,4,113C6AB58979,B,structure,Large black occlusion over the table description column around rows 16 to 22,0.99,false,Occlusion destroys several table cells,LLM_research_audit
429,108,1,238D7FD011AE,B,content,Large missing block in the middle of the algorithm body,0.99,false,Panel B has a conspicuous white gap where multiple pseudocode lines should appear,LLM_research_audit
430,108,2,7C5E7E02F166,,unclear,No reliably visible difference in the sparse oversized text page,0.10,true,Panels appear equivalent,LLM_research_audit
431,108,3,C78B39DAAE42,B,structure,Black rectangle inside the figure placeholder near upper center,0.99,false,Visible corruption is confined to the figure region,LLM_research_audit
432,108,4,67697FE15162,A,structure,Large black occlusion over middle table rows in the AEDGA2 column,0.99,false,Several adjacent table cells are obscured,LLM_research_audit
433,109,1,702C503E0D51,,unclear,No reliably visible difference across the aligned expressions,0.10,true,Formula layout appears equivalent,LLM_research_audit
434,109,2,7FFDD0F0D68F,B,appearance,Short black occlusion inside the abstract,0.99,false,Dark bar interrupts the upper prose block,LLM_research_audit
435,109,3,9E40372F5E34,,unclear,No reliably visible difference in the extracted list,0.10,true,List items and indentation appear equivalent,LLM_research_audit
436,109,4,79E1FD53581E,B,content,Words missing from the cross-reference sentence below the heading,0.97,false,Large internal gaps remain before the numeral 1 tokens,LLM_research_audit
437,110,1,EC232E08CCF0,B,content,Words missing from the first body paragraph of the letter,0.97,false,Panel B contains conspicuous gaps in the opening sentence,LLM_research_audit
438,110,2,574C66A01132,A,structure,Large black occlusion over middle rows of the numeric table,0.99,false,Multiple table cells are hidden,LLM_research_audit
439,110,3,04FBFDD00C6F,,unclear,No reliably visible difference in figure placeholder or caption,0.10,true,Panels appear equivalent,LLM_research_audit
440,110,4,21B89E7AC4F0,,unclear,No reliably visible difference across the five formulas,0.10,true,Formula content and positions appear equivalent,LLM_research_audit
441,111,1,7DECF1C4EE6D,,unclear,No reliably visible difference on the compact paper page,0.10,true,Dense text and section geometry appear equivalent,LLM_research_audit
442,111,2,D56424E42D80,,unclear,No reliably visible difference in the algorithm block,0.10,true,Pseudocode lines and rules appear equivalent,LLM_research_audit
443,111,3,A2BA4810D299,A,content,Central terms missing from the Expression 5 formula,0.94,false,Panel A leaves a conspicuous gap between formula fragments,LLM_research_audit
444,111,4,BF39DCCC4498,B,content,Words missing within the lower Abstract Discussion paragraph,0.96,false,Panel B has conspicuous internal gaps in multiple lines,LLM_research_audit
445,112,1,1F6978FD8F51,,unclear,No reliably visible difference across abstract and extracted prose,0.10,true,Panels appear equivalent,LLM_research_audit
446,112,2,44DF2FC10CB3,,unclear,No reliably visible difference in references page,0.10,true,Text and spacing appear equivalent,LLM_research_audit
447,112,3,0FA91C7A6217,B,content,Missing cells in the middle of the observing table near 8 Apr 2022,0.94,false,Panel B contains a white gap with only trailing numeric values remaining,LLM_research_audit
448,112,4,B79B77F18C29,,unclear,No reliably visible difference in cross-reference page,0.10,true,Panels appear equivalent,LLM_research_audit
449,113,1,55FBE732F6C4,,unclear,No reliably visible difference in extracted list page,0.10,true,List text and formula placement appear equivalent,LLM_research_audit
450,113,2,5F8CEA792D59,,unclear,No reliably visible difference across abstract and prose sections,0.10,true,Panels appear equivalent,LLM_research_audit
451,113,3,4512A5DF040D,A,appearance,Short black occlusion within the first letter paragraph,0.99,false,Dark bar masks text near the center of the opening sentence,LLM_research_audit
452,113,4,A50A5086A25F,B,structure,Large black occlusion over middle rows of the numeric table,0.99,false,Multiple adjacent cells are hidden,LLM_research_audit
453,114,1,5F5E66FD95C2,,unclear,No reliably visible difference in the extracted list,0.10,true,List items appear equivalent,LLM_research_audit
454,114,2,0776C64752A5,B,appearance,Small black square at the left of Expression 2,0.99,false,High-contrast artifact masks the leading summation term,LLM_research_audit
455,114,3,1469FD74FE31,,unclear,No reliably visible difference in figure placeholder or caption,0.10,true,Panels appear equivalent,LLM_research_audit
456,114,4,F0F657930C45,,unclear,No reliably visible difference in the moderate table,0.10,true,Rows columns and rules appear equivalent,LLM_research_audit
457,115,1,7BC00056AAA3,A,appearance,Short black occlusion within the first letter paragraph,0.99,false,Dark bar masks text near the upper body,LLM_research_audit
458,115,2,E8EEF9FA93D8,B,structure,Thick black horizontal rule inserted after algorithm line 4,0.99,false,High-contrast rule disrupts the pseudocode structure,LLM_research_audit
459,115,3,8D38A683194A,A,appearance,Black horizontal occlusion across the middle of Expression 5,0.99,false,Formula content is visibly masked,LLM_research_audit
460,115,4,79ED38C682FD,B,appearance,Black horizontal occlusion inside Expression 2,0.99,false,Dark bar masks a central term in the aligned derivation,LLM_research_audit
461,116,1,FC53242A9EC4,B,structure,Black rectangle inside the figure placeholder near upper center,0.99,false,Visible corruption is confined to the figure region,LLM_research_audit
462,116,2,5DAC6ABA1F8F,A,structure,Very large black occlusion across the middle of the table,1.00,false,Many complete rows and columns are obscured,LLM_research_audit
463,116,3,4F1A129A194C,,unclear,No reliably visible difference in the sparse second-page formula,0.10,true,Panels appear equivalent,LLM_research_audit
464,116,4,27298FF19F65,,unclear,No reliably visible difference in the pseudocode block,0.10,true,Algorithm lines and rules appear equivalent,LLM_research_audit
465,117,1,9368FE52D8EF,A,appearance,Black horizontal occlusion across Expression 2,0.99,false,Dark bar masks a central formula term,LLM_research_audit
466,117,2,F4C646701A94,B,structure,Black rectangle inside the figure placeholder,0.99,false,Visible corruption is confined to the figure region,LLM_research_audit
467,117,3,42F579A77923,A,content,Model name and token value missing from the row between GPT-4 and Claude 3.5 Sonnet,0.96,false,Only the trailing cost remains on the otherwise blank row,LLM_research_audit
468,117,4,E7277905EC4F,B,content,Words missing from the bottom explanatory sentence under the figures,0.95,false,Panel B has a conspicuous gap before external graphics,LLM_research_audit
469,118,1,1499D7F5BB47,,unclear,No reliably visible difference on the compact paper page,0.10,true,Dense text formulas and section geometry appear equivalent,LLM_research_audit
470,118,2,29B182D008EC,,unclear,No reliably visible difference across the three figure placeholders and captions,0.10,true,Panels appear visually equivalent,LLM_research_audit
471,118,3,86F993934833,B,structure,Black rectangle over upper table cells around Activation and Attention,0.99,false,Several adjacent table cells are obscured,LLM_research_audit
472,118,4,D6A10E214802,,unclear,No reliably visible difference across the five mathematical expressions,0.10,true,Formula content and placement appear equivalent,LLM_research_audit
473,119,1,F4D43B81E0BB,,unclear,No reliably visible difference on the compact Fusion Residues paper page,0.10,true,Dense prose formulas and section geometry appear equivalent,LLM_research_audit
474,119,2,8E6F4938959F,,unclear,No reliably visible difference in the extracted list page,0.10,true,Panels appear visually equivalent,LLM_research_audit
475,119,3,EA27C338C753,,unclear,No reliably visible difference in references and citations page,0.10,true,Text formula and spacing appear equivalent,LLM_research_audit
476,119,4,DD4CEED8838A,B,structure,Black rectangle over table rows 9 through 12 in the Word type column,0.99,false,Several adjacent table cells are obscured,LLM_research_audit
477,120,1,C7D32161CF97,,unclear,No reliably visible difference in the references page,0.10,true,Panels appear visually equivalent,LLM_research_audit
478,120,2,0AD384F54891,,unclear,No reliably visible difference in the extracted list page,0.10,true,List items and indentation appear equivalent,LLM_research_audit
479,120,3,9A04A9AB2D45,B,structure,Black rectangle over middle table cells around the SN 2017cbv and SN 2013dy sections,0.99,false,Multiple adjacent table entries are obscured,LLM_research_audit
480,120,4,77B720053188,A,appearance,Short black occlusion within Expression 1 near the constraint line,0.99,false,High-contrast bar masks a central formula term,LLM_research_audit
481,121,1,D2A69A51AD6A,,unclear,No reliably visible difference on the curriculum vitae page,0.10,true,Form labels and alignment appear equivalent,LLM_research_audit
482,121,2,22BA0BED25F0,B,content,References to Section 1 and Equation 1 are partially missing in the cross-reference sentence,0.96,false,Panel B has conspicuous gaps around the two numeral tokens,LLM_research_audit
483,121,3,8BB08188EF3F,A,appearance,Black horizontal occlusion in the middle of Extracted Prose 1,0.99,false,Dark bar masks part of a body-text line,LLM_research_audit
484,121,4,A28EF27B3D7B,,unclear,No reliably visible difference in the extracted numbered list,0.10,true,List content indentation and wrapping appear equivalent,LLM_research_audit
485,122,1,F37138C41F21,,unclear,No reliably visible difference on the three-section paper page,0.10,true,Dense prose and headings appear equivalent,LLM_research_audit
486,122,2,DCE3EFC7B649,,unclear,No reliably visible difference in the pseudocode block,0.10,true,Algorithm lines rules and annotations appear equivalent,LLM_research_audit
487,122,3,CD2F9C6780BE,,unclear,No reliably visible difference on the compact paper page,0.10,true,Dense text formulas and section geometry appear equivalent,LLM_research_audit
488,122,4,6117F2E8C4A7,A,appearance,Black horizontal occlusion within Expression 1,0.99,false,Dark bar masks formula terms in the upper display,LLM_research_audit
489,123,1,548C0BD6E47D,A,appearance,Short black occlusion within Expression 2,0.99,false,Dark bar masks a central formula term,LLM_research_audit
490,123,2,0E0E86D66C11,B,structure,Tall black occlusion over the C column through most table rows,1.00,false,A nearly full column of numeric cells is hidden,LLM_research_audit
491,123,3,2BDA047CFD07,,unclear,No reliably visible difference on the references page,0.10,true,Abstract cross references and bibliography appear equivalent,LLM_research_audit
492,123,4,0B4D373CDAE0,,unclear,No reliably visible difference in the source metadata and extracted prose,0.10,true,Panels appear visually equivalent,LLM_research_audit
493,124,1,334D6E39721E,,unclear,No reliably visible difference in the four-row prompt response table,0.10,true,Dense table text and layout appear equivalent,LLM_research_audit
494,124,2,A1EC9BF11B0E,A,content,Opening words Real Forms missing from the document title,0.98,false,Panel A title begins mid-phrase while Panel B has the complete title,LLM_research_audit
495,124,3,B4DEF0D6FD65,,unclear,No reliably visible difference on the references page,0.10,true,Panels appear visually equivalent,LLM_research_audit
496,124,4,6F19B915816E,A,structure,Black rectangle over table rows 9 through 12 in the Word type column,0.99,false,Several adjacent table cells are obscured,LLM_research_audit
497,125,1,490926B69769,A,structure,Column-header row missing at the top of the table,0.99,false,Panel A begins directly with data while Panel B labels Target magnitude and distance,LLM_research_audit
498,125,2,F5AF0206DCBC,,unclear,No reliably visible difference across the five mathematical expressions,0.10,true,Formula content and placement appear equivalent,LLM_research_audit
499,125,3,FA3DDBBF09E0,A,content,References to Section 1 and Equation 1 are missing from the cross-reference sentence,0.98,false,Panel A has conspicuous gaps around the two numeral tokens,LLM_research_audit
500,125,4,2E6C5EEC8A4B,,unclear,No reliably visible difference across the five mathematical expressions,0.10,true,Formula content and placement appear equivalent,LLM_research_audit
501,126,1,C82D50C3FBB0,B,appearance,Small black occlusion inside the sender surname at upper left,0.99,false,Dark bar masks several letters in Mustermann,LLM_research_audit
502,126,2,38B5AB84CF3C,,unclear,No reliably visible difference across the five mathematical expressions,0.10,true,Formula content and placement appear equivalent,LLM_research_audit
503,126,3,64081133D3DF,B,structure,Large black occlusion over upper rows of the Statement Template column,0.99,false,Multiple adjacent table cells are obscured,LLM_research_audit
504,126,4,33220C53DB8F,,unclear,No reliably visible difference across the four mathematical expressions,0.10,true,Formula content and placement appear equivalent,LLM_research_audit
505,127,1,19E63E33F0EB,,unclear,No reliably visible difference in the source metadata and extracted prose,0.10,true,Panels appear visually equivalent,LLM_research_audit
506,127,2,62E2703F4AB7,,unclear,No reliably visible difference across the five mathematical expressions,0.10,true,Formula content and placement appear equivalent,LLM_research_audit
507,127,3,9513005D2EC0,,unclear,No reliably visible difference in the extracted references list,0.10,true,List text indentation and wrapping appear equivalent,LLM_research_audit
508,127,4,6C468F1E5896,B,appearance,Black horizontal occlusion in the middle of Extracted Prose 1,0.99,false,Dark bar masks part of a body-text line,LLM_research_audit
509,128,1,AE5FC2F5E5C9,B,content,Opening words missing from the first body paragraph of the letter,0.98,false,Panel B begins with Jahr while Panel A begins Seit einem Jahr,LLM_research_audit
510,128,2,CA08FF90F595,A,appearance,Black horizontal occlusion inside the abstract,0.99,false,Dark bar masks text near the center of the abstract,LLM_research_audit
511,128,3,A367BEC42E19,,unclear,No reliably visible difference in figure placeholder or caption,0.10,true,Panels appear visually equivalent,LLM_research_audit
512,128,4,3056D61E4526,A,appearance,Black horizontal mark beneath the first title line,0.98,false,Dark artifact sits directly below boundary of the Mandelbrot set,LLM_research_audit
513,129,1,68761E053EE1,,unclear,No reliably visible difference across the two figure placeholders and captions,0.10,true,Panels appear visually equivalent,LLM_research_audit
514,129,2,3D51302F1729,B,appearance,Short black occlusion within Expression 1,0.99,false,Dark bar masks a central formula term,LLM_research_audit
515,129,3,BFA9C63BF020,A,appearance,Black horizontal occlusion in the middle of Extracted Prose 1,0.99,false,Dark bar masks part of a body-text line,LLM_research_audit
516,129,4,72AA62F47204,B,content,Words missing from the abstract around the regular inner horizon clause,0.96,false,Panel B has a conspicuous gap between metric and inner horizon,LLM_research_audit
517,130,1,649027C09E99,B,content,Ending words missing from the introductory list sentence,0.96,false,Panel B stops after wrapped for while Panel A continues with pdfLaTeX validation,LLM_research_audit
518,130,2,D269B5C1F59A,A,content,Words missing from the middle of Figure 2 caption,0.96,false,Panel A has a conspicuous gap before nonsimply-laced affine Toda theories,LLM_research_audit
519,130,3,7F1E657C26BB,B,appearance,Short black occlusion within Expression 4,0.99,false,Dark bar masks a central formula term,LLM_research_audit
520,130,4,5E4217AB4399,,unclear,No reliably visible difference in the extracted numbered list,0.10,true,List content indentation and wrapping appear equivalent,LLM_research_audit
521,131,1,1D3016A5BB78,,unclear,No reliably visible difference across the five mathematical expressions,0.10,true,Formula content and placement appear equivalent,LLM_research_audit
522,131,2,3CB0BA7D721B,B,appearance,Short black mark under the introductory sentence above the algorithm,0.97,false,Dark artifact appears beneath extracted from near the upper center,LLM_research_audit
523,131,3,27AFE72427CA,A,structure,Tall black occlusion over central columns through most table rows,1.00,false,A large vertical block hides many table cells,LLM_research_audit
524,131,4,F77548FB0023,B,content,References to Section 1 and Equation 1 are missing from the cross-reference sentence,0.98,false,Panel B has conspicuous gaps around the two numeral tokens,LLM_research_audit
525,132,1,6CB93A7DA463,,unclear,No reliably visible difference across the three figure placeholders and captions,0.10,true,Panels appear visually equivalent,LLM_research_audit
526,132,2,6A0983E43282,,unclear,No reliably visible difference in the extracted list page,0.10,true,List content indentation and wrapping appear equivalent,LLM_research_audit
527,132,3,B0B7038D4F99,B,content,Opening command tokens missing from Extracted Prose 1,0.95,false,Panel B has a conspicuous gap after the initial numeric token on the first line,LLM_research_audit
528,132,4,395B94B20C4D,,unclear,No reliably visible difference across the five mathematical expressions,0.10,true,Formula content and placement appear equivalent,LLM_research_audit
529,133,1,211F2DEA5956,A,appearance,Black horizontal occlusion within the Expression 2 description line,0.99,false,Dark bar masks text near the center of the sentence,LLM_research_audit
530,133,2,27D74DFB20CD,,unclear,No reliably visible difference in the dense astrophysical table,0.10,true,Rows columns and numeric values appear equivalent,LLM_research_audit
531,133,3,192FD8A7108A,,unclear,No reliably visible difference in the feature explanation table,0.10,true,Rows columns and text appear equivalent,LLM_research_audit
532,133,4,705520624BDC,B,structure,Large black rectangle over central table cells in the middle rows,0.99,false,Multiple adjacent expression and pattern cells are obscured,LLM_research_audit
533,134,1,AC5509B3193C,B,structure,Large black rectangle over central columns through most table rows,1.00,false,Many adjacent numeric cells are obscured,LLM_research_audit
534,134,2,4299F3A7A595,,unclear,No reliably visible difference on the compact three-section paper page,0.10,true,Dense prose formula and section geometry appear equivalent,LLM_research_audit
535,134,3,0CE65693FF9B,,unclear,No reliably visible difference on the German letter page,0.10,true,Letter text alignment and spacing appear equivalent,LLM_research_audit
536,134,4,FF4E0C3F24C2,,unclear,No reliably visible difference across the five mathematical expressions,0.10,true,Formula content and placement appear equivalent,LLM_research_audit
537,135,1,34FAE1DFC0DD,A,appearance,Black horizontal occlusion inside the Introduction paragraph,0.99,false,Dark bar masks text near the center of the first section,LLM_research_audit
538,135,2,AE7EC501B83F,B,appearance,Black horizontal occlusion in the first extracted-list paragraph,0.99,false,Dark bar masks text near the middle of the upper prose block,LLM_research_audit
539,135,3,0B8EAB062892,A,appearance,Black horizontal occlusion within the first body paragraph of the letter,0.99,false,Dark bar masks text near the center of the paragraph,LLM_research_audit
540,135,4,8CB43FEC66EC,,unclear,No reliably visible difference on the references page,0.10,true,Abstract cross references and bibliography appear equivalent,LLM_research_audit
541,136,1,8DB3D0766BB9,,unclear,No reliably visible difference across the five mathematical expressions,0.10,true,Formula content and placement appear equivalent,LLM_research_audit
542,136,2,CF97EB40F054,,unclear,No reliably visible difference in the full-page algorithm block,0.10,true,Pseudocode lines annotations and rules appear equivalent,LLM_research_audit
543,136,3,51F27F7F587F,B,structure,Large black rectangle over central columns through most table rows,1.00,false,Many adjacent language table cells are obscured,LLM_research_audit
544,136,4,43E0A696EAC4,,unclear,No reliably visible difference in the country port coordinate table,0.10,true,Rows columns and numeric values appear equivalent,LLM_research_audit
545,137,1,A782C97D315B,A,structure,Black rectangle over middle rows in the AEDGA2 column,0.99,false,Several adjacent numeric table cells are obscured,LLM_research_audit
546,137,2,F2A564A7F6A2,B,appearance,Black horizontal occlusion within Expression 1,0.99,false,Dark bar masks a central formula term,LLM_research_audit
547,137,3,3B779F3DBA53,A,appearance,Black horizontal occlusion within Expression 5,0.99,false,Dark bar masks the left branch of the displayed formula,LLM_research_audit
548,137,4,FEB2EBCCF748,B,structure,Black rectangle over middle rows in the alpha LP column,0.99,false,Several adjacent table values are obscured,LLM_research_audit
549,138,1,C30E282E635D,,unclear,No reliably visible difference on the references page,0.10,true,Abstract cross references and bibliography appear equivalent,LLM_research_audit
550,138,2,F7BC923F9C7A,A,structure,Tall black occlusion over the Exact at 20 percent column,1.00,false,Nearly the full metric column is hidden,LLM_research_audit
551,138,3,AA9AC9CEB434,B,appearance,Black horizontal occlusion within the final extracted-list paragraph,0.99,false,Dark bar masks text near the center of the paragraph,LLM_research_audit
552,138,4,DD22E780CAB9,A,appearance,Black horizontal occlusion within Expression 1,0.99,false,Dark bar masks a central portion of the formula,LLM_research_audit
553,139,1,77D47E26AF01,A,content,Most of the L1 row is missing directly below the table header,0.97,false,Panel A retains only a fragment while Panel B shows the complete first algebra row,LLM_research_audit
554,139,2,169B163665B7,B,structure,Thick black horizontal rule inserted across the algorithm input definitions,0.99,false,High-contrast rule disrupts the pseudocode block,LLM_research_audit
555,139,3,50ED1E1DDF03,,unclear,No reliably visible difference in the abstract and extracted prose,0.10,true,Dense text and section geometry appear equivalent,LLM_research_audit
556,139,4,5AA24D29C2E0,B,structure,Very large black occlusion across middle rows of the table,1.00,false,Several complete rows and all columns are obscured,LLM_research_audit
557,140,1,4CDC2CDC752C,B,structure,Tall black occlusion over the Type column through most table rows,1.00,false,Nearly the full categorical column is hidden,LLM_research_audit
558,140,2,4FDEE942B37A,A,structure,Black rectangle over feature names around rows 17 through 22,0.99,false,Several adjacent table entries are obscured,LLM_research_audit
559,140,3,8F87014B4696,B,appearance,Black horizontal occlusion within the Expression 2 description line,0.99,false,Dark bar masks text near the center of the sentence,LLM_research_audit
560,140,4,1870C5E5B55A,,unclear,No reliably visible difference in the extracted numbered list,0.10,true,List content indentation and wrapping appear equivalent,LLM_research_audit
561,141,1,CA26BDAD126C,,unclear,No reliably visible difference in the compact multilingual result table,0.10,true,Dense rows columns and values appear equivalent,LLM_research_audit
562,141,2,0EA9B52319FE,,unclear,No reliably visible difference in the Dutch word-frequency table,0.10,true,Rows words and counts appear equivalent,LLM_research_audit
563,141,3,3A68A7BE73B6,,unclear,No reliably visible difference in the dense numeric table,0.10,true,Rows columns and numeric values appear equivalent,LLM_research_audit
564,141,4,A96EC133A9BF,B,structure,Very large black occlusion across table rows 8 through 12,1.00,false,Several complete word-frequency rows are obscured,LLM_research_audit
565,142,1,5B5F234663A6,,unclear,No reliably visible difference on the compact three-section paper page,0.10,true,Dense prose formula and section geometry appear equivalent,LLM_research_audit
566,142,2,0AE159A3CCFE,A,structure,Very large black occlusion across the middle rows of the dataset table,1.00,false,Several complete rows and all columns are obscured,LLM_research_audit
567,142,3,E14F4EF92F81,,unclear,No reliably visible difference in the extracted numbered list,0.10,true,List content indentation and wrapping appear equivalent,LLM_research_audit
568,142,4,D23550A1A1F6,A,content,Words orderings for missing from the middle of Figure 1 caption,0.97,false,Panel A has a conspicuous gap after Two factor,LLM_research_audit
569,143,1,BCE7FD37D660,,unclear,No reliably visible difference in the extracted figure-description text,0.10,true,Panels appear visually equivalent,LLM_research_audit
570,143,2,F40FA8625632,B,appearance,Short black mark within the education and training instruction line,0.98,false,Dark artifact appears under you have near the right center,LLM_research_audit
571,143,3,A7DE95B6DB0B,,unclear,No reliably visible difference on the compact paper page,0.10,true,Dense prose formula and section geometry appear equivalent,LLM_research_audit
572,143,4,37ED2E85A8CA,B,appearance,Short black occlusion within Expression 2,0.99,false,Dark bar masks a central formula term,LLM_research_audit
573,144,1,369608E222DC,B,content,Words missing from the introductory sentence above the algorithm,0.97,false,Panel B has a conspicuous gap between from a and benchmark,LLM_research_audit
574,144,2,34A0F7E22F06,A,content,Words a minimal missing from the introductory sentence above the algorithm,0.97,false,Panel A has a conspicuous gap before article document,LLM_research_audit
575,144,3,B15AABBA0248,,unclear,No reliably visible difference on the sparse German letter page,0.10,true,Letter text alignment and spacing appear equivalent,LLM_research_audit
576,144,4,0B6B97E2E0B6,,unclear,No reliably visible difference across the two figure placeholders and captions,0.10,true,Panels appear visually equivalent,LLM_research_audit
577,145,1,0FAD10FBD532,,unclear,No reliably visible difference across the four mathematical expressions,0.10,true,Formula content and placement appear equivalent,LLM_research_audit
578,145,2,859EC154043E,B,content,Words missing from the abstract after Green-Schwarz string,0.96,false,Panel B has a conspicuous gap before Both are anomaly-free,LLM_research_audit
579,145,3,8FE677889ADB,A,appearance,Black horizontal occlusion within Expression 3,0.99,false,Dark bar masks a central formula term,LLM_research_audit
580,145,4,B6991D33AC0D,B,structure,Thick black horizontal rule inserted across the middle algorithm loop,0.99,false,High-contrast rule disrupts the pseudocode structure,LLM_research_audit
581,146,1,7ADB9689D0FA,B,appearance,Short black occlusion within the first displayed condition line,0.99,false,Dark bar masks a central formula term,LLM_research_audit
582,146,2,B79B8C8DEBC2,A,appearance,Black horizontal occlusion in the Conclusion paragraph,0.99,false,Dark bar masks text near the center of the section,LLM_research_audit
583,146,3,20B6E316913F,B,content,Row labels column names and units missing for rows 24 and 25,0.98,false,Only the trailing descriptions remain before row 26,LLM_research_audit
584,146,4,E8D8A81E045F,A,appearance,Black horizontal mark beneath the introductory sentence above the algorithm,0.98,false,Dark artifact runs under the upper prose line,LLM_research_audit
585,147,1,E1A0CAA88F2A,A,appearance,Black vertical occlusion beside the I am an line in the upper word list,0.99,false,High-contrast block interrupts the list near the upper center,LLM_research_audit
586,147,2,117A3F10741D,,unclear,No reliably visible difference in the figure placeholder or its captions,0.10,true,Panels appear visually equivalent at inspected resolution,LLM_research_audit
587,147,3,553C31BA1D54,A,content,Table rows 13 and 14 are missing between rows 12 and 15,0.99,false,Panel A has a conspicuous two-row gap in the upper half of the table,LLM_research_audit
588,147,4,618C4DCB3FCF,B,appearance,Black horizontal occlusion within Expression 2,0.99,false,Dark bar masks a central formula term,LLM_research_audit
589,148,1,D578A0232AF4,,unclear,No reliably visible difference in the abstract or extracted prose,0.10,true,Panels appear visually equivalent at inspected resolution,LLM_research_audit
590,148,2,942CAED1C2E9,A,appearance,Black horizontal occlusion in the fourth extracted list item,0.99,false,Dark bar masks text near the end of the lower list item,LLM_research_audit
591,148,3,2951E4B24741,,unclear,No reliably visible difference in the abstract references or equation,0.10,true,Panels appear visually equivalent at inspected resolution,LLM_research_audit
592,148,4,DCE9AD0DA543,A,appearance,Large black square occludes the middle of the algorithm,1.00,false,High-contrast block masks multiple central pseudocode lines,LLM_research_audit
593,149,1,C54361FBD881,,unclear,No reliably visible difference across the dense numerical table,0.10,true,Dense small values prevent a defensible panel choice,LLM_research_audit
594,149,2,920C78D65778,,unclear,No reliably visible difference in the figure placeholder or captions,0.10,true,Panels appear visually equivalent at inspected resolution,LLM_research_audit
595,149,3,88102DA56779,A,appearance,Black horizontal occlusion within Expression 2,0.99,false,Dark bar masks part of the second displayed formula,LLM_research_audit
596,149,4,E0FFE82D7E4F,,unclear,No reliably visible difference across the four aligned expressions,0.10,true,Formula content and placement appear equivalent at inspected resolution,LLM_research_audit
597,150,1,E50F1F9B91C4,B,appearance,Black horizontal occlusion across a lower algorithm line,0.99,false,Dark bar masks pseudocode near the bottom of the algorithm body,LLM_research_audit
598,150,2,F738214DBDC5,A,appearance,Black horizontal occlusion within Expression 5,0.99,false,Dark bar masks a central term in the final displayed formula,LLM_research_audit
599,150,3,4B75E23D73DA,,unclear,No reliably visible difference in the abstract or discussion text,0.10,true,Panels appear visually equivalent at inspected resolution,LLM_research_audit
600,150,4,317407C97F2F,A,appearance,Black horizontal occlusion in the middle letter paragraph,0.99,false,Dark bar masks words in the main body of the letter,LLM_research_audit
601,151,1,FA1AD0219B89,,unclear,No reliably visible difference in the abstract references or equation,0.10,true,Panels appear visually equivalent at inspected resolution,LLM_research_audit
602,151,2,A9EA03E47E0A,B,appearance,Large black square occludes central rows of the benchmark table,1.00,false,High-contrast block masks several benchmark names and values,LLM_research_audit
603,151,3,FBB62C372735,,unclear,No reliably visible difference in the abstract references or equation,0.10,true,Panels appear visually equivalent at inspected resolution,LLM_research_audit
604,151,4,81DF7FFDE13F,B,appearance,Black horizontal occlusion in the Method paragraph,0.99,false,Dark bar masks words in the center of the method text,LLM_research_audit
605,152,1,059DF904E7C8,,unclear,No reliably visible difference in the extracted prose sections,0.10,true,Panels appear visually equivalent at inspected resolution,LLM_research_audit
606,152,2,026976598FE2,,unclear,No reliably visible difference in the sparse letter page,0.10,true,Text content and placement appear equivalent at inspected resolution,LLM_research_audit
607,152,3,AA54EA8AAC06,B,content,Several numerical table rows are missing in the middle of the page,0.99,false,Panel B has a conspicuous multi-row gap after the 59605 entry,LLM_research_audit
608,152,4,F676CBC970FA,A,appearance,Black horizontal occlusion in the first extracted-prose block,0.99,false,Dark bar masks citation text near the page center,LLM_research_audit
609,153,1,A5305A15E2B1,A,appearance,Black horizontal occlusion within Expression 3,0.99,false,Dark bar masks a central formula term,LLM_research_audit
610,153,2,9C75A72FA30B,B,appearance,Black horizontal occlusion inside the figure placeholder,0.99,false,Dark bar appears in the otherwise empty upper figure box,LLM_research_audit
611,153,3,5A2DD4E38BE1,A,appearance,Large black square occludes the upper portion of the material-properties table,1.00,false,High-contrast block masks multiple cells near the table top,LLM_research_audit
612,153,4,F0A0AB7043CA,B,appearance,Black horizontal occlusion in the first extracted list item,0.99,false,Dark bar masks text and notation near the upper center,LLM_research_audit
613,154,1,419081433023,,unclear,No reliably visible difference across the algorithm page,0.10,true,Dense pseudocode appears equivalent at inspected resolution,LLM_research_audit
614,154,2,D39679A16D62,A,appearance,Black horizontal occlusion within Expression 5,0.99,false,Dark bar masks a central part of the final displayed formula,LLM_research_audit
615,154,3,861D62CD1391,B,appearance,Black horizontal occlusion within Expression 2,0.99,false,Dark bar masks a term in the long aligned expression,LLM_research_audit
616,154,4,D6C8827CC87B,,unclear,No reliably visible difference across the extracted list,0.10,true,Panels appear visually equivalent at inspected resolution,LLM_research_audit
